group,timepoint,Time,well,S freq,lambda,total count,YFP,BFP,Dilution,corrected total count,gen,competition,S minmaj,scaled counts,S counts,LSl counts,BFP freq,timegroup,BFP counts,YFP counts
6,7,7.5,C6,0.10061596099999992,0.042632906,6221,7782.790526999999,8724.53125,0.002,6354.551881,40k,L,min,3177275.9405,319684.6721155861,2857591.268384414,0.8993840390000001,3.0,2857591.268384414,319684.6721155861
5,7,7.5,C1,0.9835678990000001,0.157945822,7835,7438.363281,8690.376953,0.002,8470.034223999999,40k,L,maj,4235017.112,4165426.8830788867,69590.22892111231,0.016432101,3.0,69590.22892111231,4165426.8830788867
3,7,7.55,A8,0.99218464,0.096060931,5370,7978.539062999998,8780.96875,0.002,5632.052361,17k,Sl,maj,2816026.1805,2794017.9221299672,22008.258370032618,0.99218464,2.0,2794017.9221299672,22008.258370032618
8,7,7.450000000000001,C10,0.0043850320000000005,0.154829613,7397,7419.994629000002,8638.517578,0.002,7984.408291,40k,Sl,min,3992204.1455,17505.942928550157,3974698.20257145,0.0043850320000000005,4.0,17505.942928550157,3974698.20257145
1,7,7.533333333333334,A1,0.981422818,0.045699535,6001,7566.68457,8700.463867,0.002,6139.165815,17k,L,maj,3069582.9075,3012558.7071632836,57024.20033671675,0.981422818,1.0,3012558.7071632836,57024.20033671675
8,7,7.450000000000001,C11,0.005113109,0.095800016,8208,7376.695312999998,8493.899414,0.002,8607.439812,40k,Sl,min,4303719.906,22005.38898484776,4281714.517015154,0.005113109,4.0,22005.38898484776,4281714.517015154
2,7,7.533333333333334,A5,0.009445602,0.284095917,4891,7682.881348000001,8871.298828,0.002,5618.6086479999985,17k,L,min,2809304.324,26535.570541383044,2782768.7534586163,0.009445602,1.0,26535.570541383044,2782768.7534586163
7,7,7.450000000000001,C7,0.890480687,0.038653532,4775,7557.104004000002,8420.779297,0.002,4867.879819,40k,Sl,maj,2433939.9095,2167376.4827282783,266563.42677172204,0.890480687,4.0,2167376.4827282783,266563.42677172204
6,7,7.5,C4,0.10469961400000004,0.037754809,6499,7760.22998,8706.302734,0.002,6622.456222,40k,L,min,3311228.111,346684.3050876493,2964543.8059123512,0.895300386,3.0,2964543.8059123512,346684.3050876493
2,7,7.533333333333334,A4,0.008313891,0.370807634,5234,7654.236816,8807.546875,0.002,6264.238768,17k,L,min,3132119.3839999996,26040.099157563145,3106079.2848424367,0.008313891,1.0,26040.099157563145,3106079.2848424367
4,7,7.55,A11,0.080301705,0.059798606,7246,7509.64502,8624.682617,0.002,7464.809451000001,17k,Sl,min,3732404.7255000006,299718.46320770704,3432686.262292294,0.080301705,2.0,299718.46320770704,3432686.262292294
8,7,7.450000000000001,C12,0.003572842,0.170508236,8237,7346.185547,8569.857422,0.002,8959.184738,40k,Sl,min,4479592.369,16004.875758842698,4463587.493241156,0.003572842,4.0,16004.875758842698,4463587.493241156
1,7,7.533333333333334,A3,0.981870093,0.037039161,4550,7590.971191,8741.683594,0.002,4634.784257,17k,L,maj,2317392.1285,2275378.024727763,42014.103772237184,0.981870093,1.0,2275378.024727763,42014.103772237184
5,7,7.5,C3,0.9828636470000001,0.084443981,6328,7544.068848000001,8801.118164,0.002,6598.9406119999985,40k,L,maj,3299470.3060000003,3242929.4181233663,56540.88787663401,0.017136353,3.0,56540.88787663401,3242929.4181233663
3,7,7.55,A9,0.993295274,0.10075902,5961,8030.436523,8770.600586,0.002,6266.354601,17k,Sl,maj,3133177.3005,3112170.205190728,21007.09530927197,0.993295274,2.0,3112170.205190728,21007.09530927197
5,7,7.5,C2,0.9848984000000001,0.126472662,6911,7465.280762,8756.991211,0.002,7357.235809000002,40k,L,maj,3678617.9045,3623064.8883534027,55553.016146597205,0.0151016,3.0,55553.016146597205,3623064.8883534027
4,7,7.55,A12,0.083010759,0.06065141,7148,7493.918945,8597.800781,0.002,7366.959221999998,17k,Sl,min,3683479.611,305768.4382701348,3377711.172729865,0.083010759,2.0,305768.4382701348,3377711.172729865
4,7,7.55,A10,0.086709511,0.04562918,6642,7551.91748,8637.805664,0.002,6794.686867,17k,Sl,min,3397343.4335000007,294581.9878178461,3102761.4456821536,0.086709511,2.0,294581.9878178461,3102761.4456821536
7,7,7.450000000000001,C9,0.89408988,0.021532434,4414,7562.866211,8432.213867,0.002,4461.692625,40k,Sl,maj,2230846.3125,1994577.111841568,236269.2006584325,0.89408988,4.0,1994577.111841568,236269.2006584325
7,8,23.36666666666667,C8,0.923175466,0.076330788,6096,7672.818848000001,8509.427734,0.002,6331.615761,40k,Sl,maj,3165807.8805,2922596.1653470593,243211.7151529405,0.923175466,4.0,2922596.1653470593,243211.7151529405
7,8,23.36666666666667,C7,0.923229535,0.062708109,6075,7701.536133,8511.700195,0.002,6267.466481,40k,Sl,maj,3133733.240500001,2893155.0824408587,240578.15805914172,0.923229535,4.0,2893155.0824408587,240578.15805914172
3,8,23.85,A9,0.981750239,0.051196152,5451,8082.908691,8920.757813,0.002,5591.725671,17k,Sl,maj,2795862.8355,2744839.006963343,51023.828536657245,0.981750239,2.0,2744839.006963343,51023.828536657245
6,8,23.61666666666667,C5,0.07954994799999993,0.09453134,3612,7922.898926000002,8849.998047,0.002,3785.412988,40k,L,min,1892706.494,150564.70317696215,1742141.7908230375,0.920450052,3.0,1742141.7908230375,150564.70317696215
1,8,24.066666666666666,A1,0.979343867,0.12780306,3868,7506.854004000002,8891.729492,0.002,4120.434556,17k,L,maj,2060217.2780000002,2017661.155896734,42556.12210326602,0.979343867,1.0,2017661.155896734,42556.12210326602
4,8,23.85,A10,0.091919784,0.16460133300000002,5387,7570.574706999999,8739.825195,0.002,5842.51097,17k,Sl,min,2921255.485,268521.17319001525,2652734.3118099845,0.091919784,2.0,268521.17319001525,2652734.3118099845
4,8,23.85,A11,0.08962086,0.149807046,5237,7484.949706999999,8661.908203,0.002,5639.060216,17k,Sl,min,2819530.108,252688.7130748529,2566841.394925147,0.08962086,2.0,252688.7130748529,2566841.394925147
4,8,23.85,A12,0.098255372,0.18425052100000006,5637,7459.651367,8619.579102,0.002,6172.248272,17k,Sl,min,3086124.1360000004,303228.27502085856,2782895.8609791407,0.098255372,2.0,303228.27502085856,2782895.8609791407
1,8,24.066666666666666,A2,0.975601557,0.037277149,1127,7613.469238,8945.545898,0.002,1148.136175,17k,L,maj,574068.0875,560061.7199890122,14006.367510987728,0.975601557,1.0,560061.7199890122,14006.367510987728
1,8,24.066666666666666,A3,0.983028762,0.033355914,1797,7664.424805,8967.138672,0.002,1827.1369,17k,L,maj,913568.45,898064.0624057589,15504.387594241101,0.983028762,1.0,898064.0624057589,15504.387594241101
2,8,24.066666666666666,A4,0.012772424,0.959178739,5876,7770.727051000002,8828.416016,0.002,9137.812144,17k,L,min,4568906.072,58356.005567758526,4510550.066432241,0.012772424,1.0,58356.005567758526,4510550.066432241
2,8,24.066666666666666,A5,0.015059703999999997,1.013796302,2397,7732.82666,8832.950195,0.002,3813.901689,17k,L,min,1906950.8445,28718.11526072003,1878232.72923928,0.015059703999999997,1.0,28718.11526072003,1878232.72923928
6,8,23.61666666666667,C6,0.07376753400000002,0.084170599,3130,7964.399901999999,8871.87793,0.002,3263.574693,40k,L,min,1631787.3465,120372.92856370856,1511414.4179362913,0.926232466,3.0,1511414.4179362913,120372.92856370856
2,8,24.066666666666666,A6,0.015974612,0.983706435,5180,7816.739745999998,8869.548828,0.002,8138.928818,17k,L,min,4069464.409,65008.114981584295,4004456.294018416,0.015974612,1.0,65008.114981584295,4004456.294018416
3,8,23.85,A8,0.983557231,0.176861398,6643,8131.070312999998,8890.041016,0.002,7247.752175,17k,Sl,maj,3623876.0875,3564289.530108613,59586.557391386574,0.983557231,2.0,3564289.530108613,59586.557391386574
5,8,23.61666666666667,C1,0.9792964679999999,0.737062228,6095,7377.063965,8735.260742,0.002,8614.661823999999,40k,L,maj,4307330.912,4218153.948628819,89176.96337118118,0.020703532,3.0,89176.96337118118,4218153.948628819
8,8,23.36666666666667,C10,0.011844634,1.00402107,4770,7549.696776999999,8441.304688,0.002,7558.718838,40k,Sl,min,3779359.419,44765.12907250764,3734594.289927492,0.011844634,4.0,44765.12907250764,3734594.289927492
8,8,23.36666666666667,C11,0.010510586,0.896728335,5365,7489.091309,8536.798828,0.002,8125.255448000001,40k,Sl,min,4062627.724,42700.598079086274,4019927.1259209136,0.010510586,4.0,42700.598079086274,4019927.1259209136
8,8,23.36666666666667,C12,0.01166689,0.911419982,5428,7383.116698999998,8549.914063,0.002,8272.239634,40k,Sl,min,4136119.817,48255.654931759134,4087864.1620682413,0.01166689,4.0,48255.654931759134,4087864.1620682413
5,8,23.61666666666667,C2,0.977110241,0.637787391,6735,7504.814453,8831.779297,0.002,9109.517311,40k,L,maj,4554758.6554999985,4450501.327572442,104257.327927559,0.022889759,3.0,104257.327927559,4450501.327572442
5,8,23.61666666666667,C3,0.982078393,0.5829668960000001,4973,7646.009276999999,8854.707031,0.002,6562.595518,40k,L,maj,3281297.7589999996,3222491.630113221,58806.12888677871,0.017921607,3.0,58806.12888677871,3222491.630113221
6,8,23.61666666666667,C4,0.07948164000000002,0.091623537,3282,7971.126953,8855.209961,0.002,3434.649901,40k,L,min,1717324.9504999998,136495.80347865884,1580829.147021341,0.92051836,3.0,1580829.147021341,136495.80347865884
3,8,23.85,A7,0.979893828,0.072636725,6289,8117.100098000001,8932.895508,0.002,6520.171050999998,17k,Sl,maj,3260085.5254999995,3194537.685189586,65547.8403104133,0.979893828,2.0,3194537.685189586,65547.8403104133
7,8,23.36666666666667,C9,0.921856671,0.058256539,5719,7683.543945,8512.115234,0.002,5887.201922,40k,Sl,maj,2943600.961,2713578.182659861,230022.77834013946,0.921856671,4.0,2713578.182659861,230022.77834013946
